unique_id,mean_sales,total_sales,std_sales,zero_frac,so_days,so_hours,discount,cv
198_633,0.57,51.3,0.2041425,0.011111111111111112,0.5333333333333333,4.5,0.8200778,0.35814473
198_634,0.6468889,58.22,0.25342882,0.0,0.4777777777777778,3.1888888,0.91091114,0.3917656
198_635,0.95077777,85.57,0.48878253,0.0,0.5444444444444444,3.8,0.85015553,0.514087
198_638,0.84900004,76.41,0.4198262,0.0,0.4,2.5333333,0.84304446,0.49449492
198_663,0.52533334,47.28,0.31014022,0.011111111111111112,0.2777777777777778,2.0666666,0.9689556,0.59036845
198_70,3.52,316.8,1.3758103,0.044444444444444446,0.5555555555555556,3.4222221,0.9491333,0.3908552
198_717,0.45166668,40.65,0.26246563,0.022222222222222223,0.5888888888888889,4.677778,0.92037725,0.5811047
198_738,0.57199997,51.48,0.2679896,0.011111111111111112,0.3888888888888889,2.8111112,0.9438111,0.4685133
198_74,0.5377778,48.4,0.2596401,0.011111111111111112,0.7,4.4,0.98477775,0.48280182
198_76,1.8522222,166.7,0.76367354,0.044444444444444446,0.36666666666666664,3.088889,0.9263223,0.41230127
198_764,0.48266664,43.44,0.27241656,0.022222222222222223,0.3888888888888889,3.2555556,0.9377366,0.564399
198_774,0.7222222,65.0,0.3489238,0.022222222222222223,0.37777777777777777,2.3777778,0.96695554,0.48312527
198_775,1.9077778,171.7,0.7152006,0.011111111111111112,0.4222222222222222,2.0666666,0.8338444,0.37488675
198_783,1.1855556,106.7,0.6691536,0.03333333333333333,0.3333333333333333,2.7555556,0.8449555,0.56442195
198_79,0.49055558,44.15,0.37483287,0.022222222222222223,0.3,2.1777778,0.7304778,0.76409864
198_793,0.54,48.600002,0.3378052,0.07777777777777778,0.3,2.3222222,0.97683334,0.6255652
198_797,0.6188889,55.7,0.3945968,0.022222222222222223,0.3111111111111111,2.5777779,0.69193333,0.63758904
198_806,0.62777776,56.5,0.34576988,0.07777777777777778,0.5222222222222223,3.7666667,0.9968,0.55078393
198_810,1.549,139.41,0.6088339,0.022222222222222223,0.4,3.1555555,0.95133334,0.39304966
198_822,0.50033337,45.030003,0.30624017,0.06666666666666667,0.4111111111111111,3.7555556,0.9231778,0.6120722
198_829,0.5133333,46.2,0.32262963,0.05555555555555555,0.3888888888888889,2.7777777,0.99300003,0.62849927
198_834,0.8011111,72.1,0.46724015,0.05555555555555555,0.8777777777777778,8.6,0.9982667,0.58324015
198_843,0.61266667,55.14,0.27267218,0.011111111111111112,0.3333333333333333,2.0222223,0.92488885,0.44505796
198_847,0.4888889,44.0,0.25429544,0.011111111111111112,0.37777777777777777,2.6666667,0.98943335,0.52014977
198_856,0.71666664,64.5,0.5551091,0.1,0.17777777777777778,2.2333333,0.7961813,0.7745708
198_858,0.5432222,48.89,0.71586174,0.0,0.4111111111111111,2.7333333,0.9148,1.3178065
198_99,0.8482222,76.34,0.36873174,0.0,0.3111111111111111,2.3111112,0.86142224,0.43471125
199_104,1.5866667,142.8,0.8546239,0.0,0.4,2.1555555,0.8135667,0.5386285
199_116,0.85444444,76.9,0.43087608,0.022222222222222223,0.3888888888888889,2.0444446,0.8901444,0.5042763
199_117,3.3400002,300.6,1.310099,0.022222222222222223,0.5666666666666667,3.1777778,1.0,0.3922452
199_118,1.3611112,122.5,0.65027124,0.011111111111111112,0.37777777777777777,1.9444444,0.86991113,0.47775027
199_122,0.8703334,78.33,0.595829,0.0,0.5,3.0444446,0.9562667,0.6845986
199_127,0.47855556,43.07,0.30036518,0.03333333333333333,0.36666666666666664,2.3666666,0.98415554,0.62764955
199_144,0.7684445,69.16,0.41362718,0.0,0.37777777777777777,2.2666667,0.9576778,0.5382655
199_166,1.1013334,99.12,0.51425785,0.0,0.4111111111111111,2.0777779,0.99992216,0.46694112
199_19,1.0388889,93.5,0.5387656,0.03333333333333333,0.6111111111111112,5.0333333,0.99978894,0.5185979
199_190,0.7544445,67.9,0.3301893,0.044444444444444446,0.4777777777777778,2.6888888,1.0,0.43765882
199_201,0.57577777,51.82,0.3023614,0.022222222222222223,0.37777777777777777,2.788889,0.98618895,0.5251356
199_21,0.43422225,39.08,0.21962674,0.011111111111111112,0.6,4.4,0.9663778,0.5057934
199_215,2.04,183.6,1.03368,0.011111111111111112,0.8,5.1444445,0.73344445,0.5067059
199_222,0.41666666,37.5,0.15952879,0.011111111111111112,0.5,2.8333333,0.9928039,0.38286912
199_223,0.7375555,66.38,0.31289625,0.0,0.3888888888888889,1.9444444,0.8463111,0.42423418
199_23,0.45111114,40.600002,0.28844583,0.022222222222222223,0.45555555555555555,2.8666666,0.95468885,0.6394119
199_26,0.47122222,42.41,0.30446428,0.06666666666666667,0.5,3.488889,0.91533655,0.64611614
199_260,0.44966668,40.47,0.2298727,0.011111111111111112,0.3,2.088889,0.8783535,0.51120687
199_290,0.66966665,60.27,0.24545509,0.0,0.6555555555555556,3.4,0.9988,0.36653325
199_291,0.52444446,47.2,0.25130272,0.0,0.4777777777777778,3.011111,0.90458894,0.4791789
199_296,0.76777774,69.1,0.3310955,0.0,0.5,2.7333333,0.8261333,0.4312387
199_300,3.1707778,285.37,1.3311483,0.0,0.6222222222222222,3.7555556,0.99683326,0.41981757
199_310,0.6425556,57.83,0.24931169,0.03333333333333333,0.6111111111111112,3.3111112,0.9993778,0.3880002
199_345,0.42988887,38.69,0.20810808,0.011111111111111112,0.37777777777777777,2.5777779,0.8890778,0.4840974
199_370,0.47888893,43.100002,0.19573799,0.0,0.4444444444444444,2.8222222,0.9980555,0.40873358
199_386,1.2666667,114.0,0.49309844,0.022222222222222223,0.26666666666666666,1.9222223,0.9876111,0.38928825
199_387,0.6177778,55.600002,0.363373,0.011111111111111112,0.3333333333333333,2.088889,0.9556778,0.58819366
199_396,0.44088888,39.68,0.28036752,0.05555555555555555,0.23333333333333334,1.8888888,0.9919889,0.63591427
199_4,2.06,185.4,1.8773518,0.044444444444444446,0.45555555555555555,2.9555554,0.8688607,0.9113358
199_41,0.8471111,76.24,0.5400151,0.07777777777777778,0.3888888888888889,3.1111112,0.8813111,0.6374785
199_429,0.42666668,38.4,0.21029675,0.0,0.4,2.3555555,0.91431326,0.492883
199_467,0.79333335,71.4,0.7251191,0.15555555555555556,0.3,2.6888888,0.9701889,0.91401565
199_486,1.45,130.5,0.54033905,0.0,0.4111111111111111,2.1777778,0.74871117,0.3726476
199_500,0.60333335,54.3,0.3504251,0.022222222222222223,0.4666666666666667,3.3444445,0.6536555,0.5808151
199_515,0.42844445,38.56,0.22051987,0.011111111111111112,0.4222222222222222,2.4666667,0.9196555,0.51469886
199_548,0.428,38.52,0.28444386,0.05555555555555555,0.4888888888888889,2.1666667,0.9519667,0.66458845
199_554,0.6,54.0,0.3556921,0.03333333333333333,0.4666666666666667,4.2222223,0.9315333,0.5928201
199_567,0.6733333,60.6,0.32283854,0.022222222222222223,0.3333333333333333,1.9666667,0.7954445,0.47946322
199_578,0.62333333,56.1,0.26225042,0.011111111111111112,0.35555555555555557,2.9,0.9362,0.4207226
199_596,0.99444443,89.5,0.5938564,0.0,0.6333333333333333,3.011111,0.91183335,0.59717405
199_6,0.48666665,43.8,0.26274267,0.022222222222222223,0.6111111111111112,4.322222,0.76707876,0.53988224
199_600,0.63555557,57.2,0.42829978,0.0,0.7777777777777778,5.711111,0.97962224,0.6738983
199_631,0.52099997,46.89,0.26865897,0.022222222222222223,0.4111111111111111,2.4333334,0.9635556,0.5156602
199_638,0.4688889,42.2,0.20688945,0.0,0.5333333333333333,3.1666667,0.8403889,0.4412334
199_644,0.5377778,48.4,0.31855637,0.022222222222222223,0.43333333333333335,2.4777777,0.74298894,0.59235686
199_686,0.46222222,41.6,0.23008439,0.044444444444444446,0.6666666666666666,3.0,0.9133445,0.49777874
199_70,3.1288888,281.6,1.1496208,0.0,0.5666666666666667,3.4222221,0.94915557,0.36742142
199_71,1.12,100.8,0.46620628,0.0,0.3888888888888889,2.1111112,0.88446665,0.4162556
199_76,0.93222225,83.9,0.47965994,0.05555555555555555,0.34444444444444444,2.788889,0.9262111,0.5145339
199_769,0.703,63.27,0.30220333,0.0,0.34444444444444444,1.7333333,0.7269,0.42987671
199_774,0.5708889,51.38,0.2942927,0.022222222222222223,0.36666666666666664,2.2222223,0.96751106,0.51549906
199_783,0.62777776,56.5,0.3610309,0.022222222222222223,0.2777777777777778,2.6222222,0.8397778,0.5750935
199_810,0.9133333,82.2,0.44801685,0.011111111111111112,0.4222222222222222,3.3,0.95107776,0.49052942
199_834,1.1899999,107.1,0.72732383,0.044444444444444446,0.8111111111111111,7.022222,0.99726665,0.6111965
199_84,0.46811113,42.13,0.24918246,0.011111111111111112,0.4666666666666667,3.9555554,0.8905334,0.5323148
199_93,0.49277776,44.35,0.19046383,0.0,0.5666666666666667,2.6777778,0.9,0.38651058
19_104,1.8744444,168.7,0.8603058,0.011111111111111112,0.45555555555555555,2.2777777,0.8113667,0.45896575
19_108,0.41544443,37.39,0.24452734,0.07777777777777778,0.5333333333333333,4.6,0.87876666,0.5885922
19_11,0.51666665,46.5,0.2385584,0.03333333333333333,0.3111111111111111,2.088889,0.9115111,0.46172595
19_114,1.4271111,128.44,0.7019207,0.044444444444444446,0.18888888888888888,1.5888889,0.9998,0.49184725
19_117,3.996667,359.7,1.5711908,0.011111111111111112,0.5888888888888889,3.5222223,1.0,0.3931253
19_118,1.3994445,125.95,0.6912167,0.0,0.4222222222222222,2.5222223,0.8684889,0.4939222
19_12,0.39411113,35.47,0.2151503,0.011111111111111112,0.34444444444444444,2.4222221,0.9502445,0.54591274
19_122,1.1923333,107.31,0.73007166,0.0,0.4777777777777778,2.8111112,0.95673335,0.612305
19_127,0.5974445,53.77,0.30116463,0.011111111111111112,0.3111111111111111,1.7555555,0.9853889,0.50408804
19_129,0.52,46.8,0.591171,0.3111111111111111,0.9333333333333333,11.166667,0.99866664,1.1368674
19_166,1.5212222,136.91,0.64781016,0.011111111111111112,0.5333333333333333,2.8444445,0.9997111,0.42584848
19_17,0.42555556,38.3,0.20310019,0.011111111111111112,0.2777777777777778,2.088889,0.9898666,0.47725892
19_19,1.2722223,114.5,0.5173458,0.022222222222222223,0.5777777777777777,4.0444446,0.9995667,0.40664732
19_190,0.8144445,73.3,0.33971605,0.044444444444444446,0.35555555555555557,2.1888888,1.0,0.4171138
19_201,0.69111115,62.2,0.34952438,0.03333333333333333,0.3888888888888889,3.2222223,0.9766778,0.50574267
19_207,0.7252222,65.27,0.376913,0.011111111111111112,0.4777777777777778,2.9333334,0.8876,0.51972073
19_21,0.56333333,50.7,0.28022864,0.044444444444444446,0.7,5.0333333,0.96501106,0.4974473
19_212,0.4868889,43.82,0.24278183,0.022222222222222223,0.4777777777777778,2.8222222,0.9247,0.4986391
19_215,2.4844446,223.6,1.020565,0.0,0.6888888888888889,4.0,0.73373336,0.41078195
19_222,0.5177778,46.600002,0.23154478,0.0,0.43333333333333335,2.3888888,0.99710387,0.44718948
19_223,0.94222224,84.8,0.3016724,0.0,0.3111111111111111,1.4222223,0.8446,0.32017118
19_23,0.5278889,47.510002,0.31885502,0.022222222222222223,0.4666666666666667,3.5777779,0.9556111,0.60401917
19_250,0.42022222,37.82,0.24820243,0.0,0.45555555555555555,2.788889,0.9703445,0.5906457
19_26,0.58088887,52.28,0.27935576,0.022222222222222223,0.43333333333333335,2.9555554,0.9159777,0.48091087
19_290,0.8117778,73.06,0.3075221,0.0,0.4444444444444444,2.6333334,0.99905556,0.37882546
19_291,0.54855555,49.37,0.26153204,0.0,0.5,3.711111,0.90430003,0.47676492
19_296,0.7744444,69.7,0.3263317,0.0,0.5666666666666667,3.1555555,0.8263445,0.42137524
19_300,4.0115557,361.04,1.6439893,0.044444444444444446,0.5666666666666667,3.6111112,0.9975,0.4098134
19_345,0.53400004,48.06,0.28300872,0.011111111111111112,0.4,2.8555555,0.88904446,0.5299789
19_351,1.0027778,90.25,0.45953816,0.0,0.37777777777777777,2.4222221,0.98117775,0.4582652
19_370,0.75777775,68.2,0.37144655,0.011111111111111112,0.45555555555555555,2.6111112,0.9977889,0.49017876
19_38,0.63222224,56.9,0.92479306,0.12222222222222222,0.4,2.8222222,0.9011365,1.4627658
19_4,2.9766667,267.9,2.5868747,0.0,0.4777777777777778,2.6666667,0.87515557,0.86905086
19_41,0.9912222,89.21,0.69837505,0.08888888888888889,0.3333333333333333,3.3,0.87083334,0.7045595
19_411,0.45333332,40.8,0.39780295,0.2,0.34444444444444444,4.2,0.82314837,0.87750655
19_414,0.4897778,44.08,0.22238734,0.0,0.4,2.2666667,0.9241667,0.45405763
19_416,0.40455556,36.41,0.17657898,0.011111111111111112,0.36666666666666664,2.3888888,0.9991889,0.43647647
19_420,0.50233334,45.21,0.3813284,0.011111111111111112,0.2777777777777778,2.0222223,0.9622889,0.75911427
19_439,0.43444443,39.1,0.48578933,0.17777777777777778,0.28888888888888886,2.2666667,0.9994444,1.1181852
19_473,0.4877778,43.9,0.23263405,0.011111111111111112,0.32222222222222224,2.1555555,0.9428248,0.4769263
19_486,1.6033334,144.3,0.67581826,0.0,0.5,3.2222223,0.7533778,0.42150828
19_489,0.5655556,50.9,0.3119929,0.03333333333333333,0.37777777777777777,2.6,0.7859334,0.5516574
19_496,0.497,44.73,0.20446944,0.0,0.5888888888888889,3.088889,0.92123336,0.41140732
19_500,0.63555557,57.2,0.39443064,0.022222222222222223,0.4222222222222222,2.9777777,0.6536555,0.6206076
19_554,0.7877778,70.9,0.3680583,0.022222222222222223,0.4,3.0666666,0.9299796,0.4672108
19_569,0.51555556,46.4,0.27145514,0.011111111111111112,0.36666666666666664,2.4666667,0.958451,0.5265294
19_58,0.47855556,43.07,0.30959037,0.022222222222222223,0.4444444444444444,2.6444445,0.96428895,0.6469267
19_580,1.57,141.3,0.672986,0.0,0.7555555555555555,4.0333333,0.96000004,0.42865348
19_596,1.1288888,101.6,0.5059743,0.0,0.7,3.6777778,0.91076666,0.4482056
19_6,0.53966665,48.57,0.3540661,0.03333333333333333,0.5888888888888889,4.266667,0.7639222,0.656083
19_600,0.9177778,82.6,0.48147193,0.011111111111111112,0.6888888888888889,4.8777776,0.98204446,0.5246062
19_635,0.45433334,40.89,0.23997214,0.011111111111111112,0.45555555555555555,2.8222222,0.8416889,0.5281852
19_638,0.5313333,47.82,0.26063102,0.011111111111111112,0.4666666666666667,2.8,0.83646667,0.49052262
19_644,0.7366667,66.3,0.49320096,0.011111111111111112,0.4222222222222222,2.4777777,0.74394447,0.66950357
19_670,0.40555555,36.5,0.20409356,0.05555555555555555,0.32222222222222224,2.1333334,0.97143334,0.5032444
19_688,0.5622222,50.6,0.2874052,0.03333333333333333,0.37777777777777777,2.6777778,0.9315889,0.51119506
19_691,3.542222,318.8,1.2218035,0.011111111111111112,0.4444444444444444,2.1555555,0.9722555,0.34492573
19_699,0.4611111,41.5,0.28470147,0.011111111111111112,0.5,3.588889,0.95557547,0.6174249
19_70,3.5088887,315.8,1.3508753,0.011111111111111112,0.5888888888888889,3.8,0.94931114,0.38498664
19_728,0.6422222,57.8,0.31336442,0.0,0.3111111111111111,1.9555556,0.98994446,0.48793766
19_740,0.8122222,73.1,0.28038007,0.0,0.6333333333333333,3.2555556,0.9862889,0.3452012
19_76,0.91744447,82.57,0.46689883,0.044444444444444446,0.37777777777777777,3.2222223,0.9259889,0.5089124
19_764,0.41000003,36.9,0.20774336,0.022222222222222223,0.4444444444444444,3.288889,0.9401888,0.5066911
19_768,0.45444447,40.9,0.519542,0.28888888888888886,0.17777777777777778,2.3222222,0.7302226,1.1432463
19_769,0.8655556,77.9,0.29874685,0.011111111111111112,0.4666666666666667,2.511111,0.72706664,0.3451504
19_774,0.62888885,56.6,0.30288664,0.011111111111111112,0.3111111111111111,2.3111112,0.96687776,0.4816219
19_775,1.2838889,115.55,0.4947947,0.011111111111111112,0.4444444444444444,2.288889,0.8329889,0.38538745
19_783,0.7533334,67.8,0.4232565,0.05555555555555555,0.36666666666666664,3.0333333,0.83841765,0.5618448
19_796,1.3788888,124.1,0.6147064,0.022222222222222223,0.4111111111111111,2.9,0.80556667,0.44579837
19_810,0.9005556,81.05,0.4094731,0.044444444444444446,0.4222222222222222,3.7555556,0.95357776,0.4546894
19_834,1.0811112,97.3,0.6457979,0.05555555555555555,0.8555555555555555,8.277778,0.99737775,0.5973464
19_843,0.4177778,37.600002,0.20694557,0.022222222222222223,0.4444444444444444,3.4777777,0.9253333,0.4953484
19_90,0.48666665,43.8,0.6721089,0.4222222222222222,0.8333333333333334,10.5222225,0.87053335,1.3810457
19_93,0.6,54.0,0.20986886,0.0,0.5555555555555556,2.9222221,0.8994445,0.34978142
1_104,3.3622222,302.6,1.6625131,0.0,0.4111111111111111,2.3,0.8107667,0.49446854
1_108,0.622,55.98,0.3548831,0.07777777777777778,0.4888888888888889,4.111111,0.8746223,0.57055163
1_110,0.6933333,62.4,0.26974812,0.011111111111111112,0.4,2.488889,0.9875444,0.38905978
1_114,2.5422223,228.8,1.2313305,0.05555555555555555,0.2222222222222222,1.9222223,0.99994445,0.48435202
1_117,6.63,596.7,2.5551205,0.0,0.6,3.8777778,1.0,0.3853877
1_118,2.7055554,243.5,1.1509997,0.0,0.43333333333333335,2.3333333,0.86778885,0.42542085
1_121,0.4588889,41.3,0.38097876,0.011111111111111112,0.3333333333333333,2.1444445,0.92372227,0.83022004
1_122,2.2818887,205.37,1.3550545,0.0,0.4222222222222222,2.3666666,0.9543222,0.5938302
1_127,1.0711111,96.4,0.47505042,0.0,0.3888888888888889,2.3555555,0.9844666,0.4435118
1_133,0.38222224,34.4,0.32518888,0.06666666666666667,0.5222222222222223,4.0333333,0.94247776,0.85078484
1_136,0.56222224,50.600002,0.27786416,0.011111111111111112,0.4,3.0222223,0.82805556,0.49422476
1_138,0.6877778,61.9,0.3019888,0.0,0.37777777777777777,2.9222221,0.8649667,0.43907902
1_140,0.7,63.0,0.33853617,0.011111111111111112,0.4111111111111111,2.6111112,0.78963333,0.48362312
1_151,0.41666666,37.5,0.15740165,0.022222222222222223,0.6222222222222222,4.733333,0.9366889,0.377764
1_16,0.509,45.81,0.2957263,0.08888888888888889,0.3111111111111111,3.011111,0.8990871,0.58099467
1_166,2.7108889,243.98,1.1717544,0.0,0.43333333333333335,2.7,1.0,0.43223992
1_17,0.61777776,55.6,0.25465456,0.0,0.32222222222222224,2.1888888,0.9901222,0.4122106
1_18,0.6493333,58.44,0.40757105,0.022222222222222223,0.4666666666666667,3.1333334,0.99848884,0.6276762
1_19,2.0755556,186.8,0.9004757,0.011111111111111112,0.6111111111111112,4.633333,0.9994555,0.43384802
1_190,1.6044444,144.4,0.64266145,0.05555555555555555,0.3333333333333333,2.088889,0.99931115,0.40055078
1_194,0.78055555,70.25,0.67356896,0.011111111111111112,0.5,3.3,0.97147775,0.86293536
1_200,0.42755556,38.48,0.23411469,0.07777777777777778,0.43333333333333335,3.8888888,0.91021454,0.5475655
1_201,1.2955556,116.6,0.58114785,0.011111111111111112,0.35555555555555557,2.4333334,0.9672223,0.44857037
1_207,1.273889,114.65,0.6154485,0.011111111111111112,0.5555555555555556,3.0333333,0.88814443,0.4831257
1_213,0.52977777,47.68,0.277602,0.044444444444444446,0.4,2.9333334,1.0,0.52399707
1_214,0.84444445,76.0,0.4042224,0.0,0.28888888888888886,2.1555555,0.9407222,0.47868443
1_215,4.535556,408.2,2.0579967,0.0,0.7444444444444445,4.4444447,0.73415554,0.45374742
1_216,0.5733333,51.6,0.30530882,0.011111111111111112,0.5222222222222223,3.7222223,0.8928889,0.5325154
1_219,0.63222224,56.9,0.32075325,0.05555555555555555,0.24444444444444444,2.4444444,0.9406,0.5073426
1_220,0.5188889,46.7,0.29063836,0.044444444444444446,0.3888888888888889,3.511111,0.9179555,0.56011677
1_23,0.97944444,88.15,0.58962065,0.011111111111111112,0.43333333333333335,3.2444444,0.95614445,0.601995
1_247,0.4225556,38.030003,0.2624156,0.011111111111111112,0.6111111111111112,4.211111,0.91862226,0.62102026
1_249,0.48733333,43.86,0.21478915,0.011111111111111112,0.5777777777777777,3.9222221,0.9809556,0.44074383
1_250,0.83655554,75.29,0.37608021,0.0,0.4777777777777778,3.5555556,0.9703445,0.449558
1_258,0.5233334,47.100002,0.25220376,0.022222222222222223,0.32222222222222224,2.1777778,0.9650333,0.48191798
1_259,0.7077778,63.7,0.36634478,0.1,0.4444444444444444,3.588889,0.9988778,0.51759857
1_26,1.0127778,91.15,0.39266598,0.011111111111111112,0.45555555555555555,2.9222221,0.9165555,0.38771188
1_27,0.5066667,45.600002,0.3917119,0.044444444444444446,0.24444444444444444,1.9666667,0.5227,0.7731155
1_285,0.41933334,37.74,0.24818803,0.044444444444444446,0.4888888888888889,2.9777777,0.96683335,0.59186333
1_290,1.6477778,148.3,0.6225623,0.011111111111111112,0.6333333333333333,3.288889,0.9985,0.37781933
1_291,1.1953334,107.58,0.46593437,0.0,0.5777777777777777,3.0444446,0.9046444,0.3897945
1_292,2.696111,242.65,0.9925619,0.011111111111111112,0.4666666666666667,2.8444445,0.91264445,0.3681458
1_293,0.5822222,52.4,0.27188802,0.0,0.5888888888888889,3.588889,0.98026663,0.46698323
1_295,0.42855555,38.57,0.1931848,0.022222222222222223,0.6666666666666666,4.2777777,0.99852216,0.45078123
1_296,1.5765555,141.89,0.6058649,0.011111111111111112,0.5777777777777777,3.4444444,0.8265333,0.38429657
1_300,7.5154448,676.39,3.1126418,0.0,0.5222222222222223,3.1,0.9971667,0.414166
1_304,0.43,38.7,0.20578706,0.0,0.35555555555555557,2.5666666,0.9957,0.47857454
1_321,0.5427778,48.85,0.29640934,0.044444444444444446,0.4111111111111111,2.5777779,0.96956956,0.54609704
1_345,0.98233336,88.41,0.4341414,0.011111111111111112,0.4222222222222222,2.8888888,0.88825554,0.44194916
1_362,0.43233332,38.91,0.45278925,0.07777777777777778,0.5444444444444444,4.8555555,0.9863333,1.0473151
1_366,0.481,43.29,0.21463871,0.011111111111111112,0.4666666666666667,3.4333334,0.99127775,0.44623432
1_368,0.40633333,36.57,0.22935401,0.011111111111111112,0.43333333333333335,3.0333333,0.9184333,0.56444794
1_370,1.2133332,109.2,0.47266874,0.0,0.5,2.9555554,0.99795556,0.38956216
1_373,0.45333332,40.8,0.28959483,0.08888888888888889,0.5555555555555556,4.3777776,0.92054445,0.6388121
1_374,0.5133333,46.2,0.17622763,0.011111111111111112,0.34444444444444444,2.8333333,0.97740006,0.34330058
1_379,0.78333336,70.5,0.61848855,0.03333333333333333,0.8222222222222222,7.588889,0.9610556,0.78955984
1_38,0.85555553,77.0,1.4315946,0.06666666666666667,0.4222222222222222,2.8444445,0.8996112,1.6732924
1_381,1.6655555,149.9,0.7906989,0.05555555555555555,0.5555555555555556,3.5555556,0.97518885,0.47473586
1_4,4.21,378.9,3.7842088,0.0,0.5444444444444444,3.4555554,0.8670444,0.89886194
1_411,0.74222225,66.8,0.5761121,0.06666666666666667,0.24444444444444444,2.511111,0.81961584,0.7761989
1_415,0.8462223,76.16,0.36458558,0.0,0.34444444444444444,2.1,0.96327776,0.43083903
1_422,1.1977779,107.8,0.852093,0.0,0.4222222222222222,2.411111,0.8891445,0.71139485
1_424,0.42011112,37.81,0.3659603,0.022222222222222223,0.4777777777777778,3.3444445,0.95262045,0.8711036
1_439,0.8977778,80.8,1.0841014,0.05555555555555555,0.36666666666666664,2.3888888,0.9861111,1.2075387
1_452,0.58444446,52.600002,0.3803934,0.022222222222222223,0.7777777777777778,4.188889,0.93565553,0.6508632
1_470,0.4347778,39.13,0.22329618,0.022222222222222223,0.4222222222222222,2.6666667,0.9960703,0.5135869
1_486,2.881111,259.3,1.1939825,0.0,0.5,3.2666667,0.7546222,0.4144174
1_487,0.4766667,42.9,0.32257742,0.044444444444444446,0.5,2.8111112,0.99052227,0.6767358
1_489,1.1288888,101.6,0.49791574,0.022222222222222223,0.4777777777777778,3.0222223,0.7889555,0.4410671
1_496,0.7656667,68.91,0.31844443,0.0,0.5555555555555556,2.8666666,0.9512333,0.41590476
1_499,0.43833333,39.45,0.20491298,0.011111111111111112,0.36666666666666664,2.4777777,0.9705222,0.46748206
1_500,1.253,112.770004,0.8258743,0.0,0.4222222222222222,3.211111,0.6524889,0.6591176
1_554,1.1307777,101.77,0.55402154,0.022222222222222223,0.4888888888888889,3.4,0.93231106,0.48994735
1_556,0.46333334,41.7,0.5671632,0.011111111111111112,0.34444444444444444,2.5555556,0.9607439,1.2240933
1_563,0.4387778,39.49,0.4245072,0.022222222222222223,0.4666666666666667,3.4555554,0.96435887,0.9674765
1_578,1.1244444,101.2,0.36359972,0.0,0.3333333333333333,2.4444444,0.9268889,0.32335946
1_58,0.86122227,77.51,0.41038987,0.0,0.4,2.7222223,0.9690667,0.47652027
1_592,0.55777776,50.2,0.2735073,0.022222222222222223,0.36666666666666664,2.5,0.9491444,0.49035174
1_596,2.047778,184.3,1.0648868,0.0,0.7,4.211111,0.90804446,0.52002066
1_6,1.0888889,98.0,0.66323084,0.011111111111111112,0.7333333333333333,4.866667,0.76676667,0.60908955
1_60,0.56777775,51.1,0.25520548,0.0,0.5,3.288889,1.0,0.4494813
1_62,0.6,54.0,0.41462046,0.08888888888888889,0.2111111111111111,1.8555555,0.873015,0.6910341
1_622,0.45222223,40.7,0.25538152,0.011111111111111112,0.3888888888888889,2.5666666,0.9917778,0.5647257
1_627,0.44333336,39.9,0.3115925,0.03333333333333333,0.3111111111111111,2.3111112,0.8576445,0.70284015
1_628,0.47066668,42.36,0.7181903,0.022222222222222223,0.3888888888888889,2.7444444,0.8954222,1.5259
1_63,0.44000003,39.600002,0.43570942,0.2111111111111111,0.3333333333333333,3.6555555,0.82231116,0.9902486
1_631,1.1615555,104.54,0.4218017,0.0,0.4777777777777778,2.8555555,0.9632111,0.3631352
1_633,0.5324445,47.920002,0.23601234,0.0,0.5888888888888889,4.2444444,0.8196808,0.4432619
1_634,0.65833336,59.25,0.26023,0.0,0.5444444444444444,3.4777777,0.9081889,0.39528605
1_635,0.777,69.93,0.36919424,0.022222222222222223,0.4111111111111111,3.0222223,0.8446,0.47515345
1_636,0.435,39.15,0.20622475,0.011111111111111112,0.4777777777777778,3.0444446,0.9477666,0.4740799
1_638,0.8886667,79.98,0.4075804,0.0,0.5333333333333333,3.4444444,0.83462226,0.4586426
1_644,1.2455555,112.1,0.70982844,0.0,0.4666666666666667,2.8222222,0.7464,0.569889
1_653,0.44044444,39.64,0.22705695,0.03333333333333333,0.4444444444444444,2.3111112,0.97082776,0.51551783
1_663,0.499,44.91,0.30491498,0.011111111111111112,0.3111111111111111,1.9222223,0.96977776,0.61105204
1_670,0.63,56.7,0.2611341,0.011111111111111112,0.4222222222222222,2.788889,0.97224444,0.41449857
1_686,0.8377778,75.4,0.4071214,0.03333333333333333,0.6333333333333333,2.9777777,0.91554445,0.4859539
1_691,6.091111,548.2,2.2667923,0.011111111111111112,0.5111111111111111,2.988889,0.97254443,0.3721476
1_7,0.46555558,41.9,0.22039858,0.044444444444444446,0.45555555555555555,3.6555555,0.9933,0.4734098
1_70,5.7644444,518.8,2.173968,0.022222222222222223,0.6111111111111112,3.711111,0.9492555,0.37713403
1_706,0.48666665,43.8,0.15736596,0.0,0.8222222222222222,3.3777778,0.9744206,0.32335472
1_711,0.47555554,42.8,0.29041278,0.03333333333333333,0.4222222222222222,2.3444445,0.9374627,0.6106811
1_717,0.47488892,42.74,0.26135018,0.022222222222222223,0.6222222222222222,4.388889,0.9169268,0.55033964
1_719,0.55333334,49.8,0.22092757,0.0,0.6,3.4,0.9991111,0.3992667
1_738,0.4718889,42.47,0.2731378,0.011111111111111112,0.45555555555555555,3.1777778,0.94362223,0.578818
1_74,0.72322226,65.090004,0.26759782,0.0,0.7,3.6444445,0.98025554,0.37000772
